,scoop,
1314,It's pretty compelling to see that  High Alpha Capital announced the launch of a new $110 million fund. How do you feel about the new era of virtual professionals? I’m interested to hear your thoughts! It seems like such a great way to help companies differentiate from the rest of the field!,
1483,It's pretty compelling to see that  High Alpha Capital is raising a new $110 fund. How do you feel about the current culture of early-stage investment in startups? I’m curious to hear your thoughts!,
1547,It's pretty compelling to see that  Hivelocity has a total of 32 available data centers in 26 markets across the globe in which to deploy edge compute services. How do you find the best way to provide such a wide range of services to your customers? It seems like such a great way to go!,
1242,"It's pretty compelling to see that  Hivelocity has a total of 32 available data centers in 26 markets across the globe in which to deploy edge compute services. That’s pretty impressive! I’m curious to know, how do you feel about the new era of virtual professionals?",
1559,"It's pretty compelling to see that  Hogeye has been perfecting the art of custom, collectible memorabilia since 1983. How do you find the best way to help your customers achieve their career goals? I’m interested in hearing your thoughts!",
1206,"It's pretty compelling to see that  Hogeye has been perfecting the art of custom, collectible memorabilia since 1983. How do you find the best way to provide such a wide range of services to your clients?",
1478,It's pretty compelling to see that  Konnect Agency has been named a 2021 Gartner Peer Insights Customer’s Choice for Procurement. How do you feel about the new era of digital marketing and PR agency services?,
1210,It's pretty compelling to see that  Koombea has been able to achieve this recognition thanks to its more than 12 years designing and developing great apps. How do you feel about the new era of virtual professionals?,
1522,It's pretty compelling to see that  Landmark Electric has been providing commercial and industrial electrical contracting since 1991. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1346,"It's pretty compelling to see that  Landmark Electric has been providing commercial and industrial electrical contracting since 1991. Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1369,"It's pretty compelling to see that  Lattice has helped hundreds of companies implement a continuous performance management process. Out of curiosity, how do you feel about the new era of 1:1s? I’m interested in hearing your thoughts!",
1515,"It's pretty compelling to see that  Lattice is a Slack community of forward-thinking People Operations leaders. Out of curiosity, how do you feel about the new era of 1:1s? I’m interested in hearing your thoughts!",
1437,"It's pretty compelling to see that  LivePerson has over 1,200+ employees spanning 6 continents and dozens of countries. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!",
1414,It's pretty compelling to see that  Mediaocean is named a 2021 Gartner Peer Insights Customer’s Choice for Ad Tech. How do you feel about the new era of virtual professional services companies? I’m interested in hearing your thoughts!,
1415,"It's pretty compelling to see that  Mediaocean is named a 2021 Gartner Peer Insights Customer’s Choice for Ad Tech. I’m curious to know, what would you have done differently if you were doing it all again now? It seems like a great way to go!",
1510,"It's pretty compelling to see that  Mendix 9 is the low-code platform for everyone to make business better. Out of curiosity, how do you find the best way to help your customers achieve their career goals? I’m interested in hearing your thoughts!",
1391,"It's pretty compelling to see that  Mendix 9 is the low-code platform for everyone to make business better. Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1392,"It's pretty compelling to see that  Mendix 9 is the low-code platform for everyone to use to make business better. I’m curious to know, how do you find the best way to help your customers achieve their career goals? It seems like a great way to go!",
1229,"It's pretty compelling to see that  Microsoft has again acquired Elevate HR's Human Capital Management IP (the foundation for Microsoft Dynamics 365 for Talent & Human Resources) I’m curious to know, how do you find the best way to provide such a wide range of tools to your customers?",
1552,"It's pretty compelling to see that  Microsoft has again acquired Elevate HR's Human Capital Management IP (the foundation for Microsoft Dynamics 365 for Talent & Human Resources) I’m curious to know, what would you have done differently if you were doing it all again now?",
1277,"It's pretty compelling to see that  Modern Message has worked with thousands of communities over the past 7 years, from student and multifamily housing to military and affordable housing. How do you feel about the new era of virtual incentives? I’m interested in hearing your thoughts!",
1535,It's pretty compelling to see that  Modern Message has worked with thousands of communities over the past 7 years. How do you feel about the new era of virtual incentives? I’m interested in hearing your thoughts!,
1424,"It's pretty compelling to see that  Motility Software Solutions has spent over 30 years providing an elite dealer management system with efficient and profitable solutions for the RV, Bus, Heavy Duty businesses. How do you feel about the new era of remote professionals? I’m interested in hearing your thoughts!",
1423,"It's pretty compelling to see that  Motility Software Solutions has spent over 30 years providing an elite dealer management system with efficient and profitable solutions for the RV, Bus, Heavy Duty businesses. How do you find the best way to help your clients achieve their career goals?",
1507,"It's pretty compelling to see that  Nuvolo has 100% of your floor plans available on-line, and our employees can interact with them…including searches. How do you feel about the new era of remote professionals? I’m interested in hearing your thoughts!",
1445,It's pretty compelling to see that  One Identity is named in Gartner’s 2020 IGA report as one of the fastest-growing companies in America. How do you feel about the new era of virtual security? I’m interested in hearing your thoughts!,
1444,"It's pretty compelling to see that  One Identity is named in Gartner’s 2020 IGA report as one of the fastest-growing companies in America. Out of curiosity, how do you find the best way to provide such a wide range of tools to your clients?",
1448,"It's pretty compelling to see that  One Network Enterprises has been named a Leader in the May 2020 Gartner Magic Quadrant for Multienterprise Supply Chain Planning Technology Value Matrix. Congratulations, that’s impressive! I’m curious to know, how do you feel about the new era of virtual professionals?",
1447,It's pretty compelling to see that  One Network Enterprises has been named a Leader in the May 2020 Gartner Magic Quadrant for Multienterprise Supply Chain Planning Technology Value Matrix. How do you find the best way to provide such a wide range of services to your clients? I’m curious to hear your thoughts!,
1432,"It's pretty compelling to see that  Optimizely is uniting with Episerver to create the #1 digital experience platform for small businesses. I’m curious to know, how do you feel about the new era of virtual waitlist technology in the digital world?",
1571,"It's pretty compelling to see that  Optimizely is uniting with Episerver to create the #1 digital experience platform for small businesses. I’m curious to know, how do you find the best way to help your customers achieve their career goals?",
1505,"It's pretty compelling to see that  Optimizely is uniting with Episerver to create the #1 digital experience platform for small businesses. Out of curiosity, how do you find the best way to help your customers achieve their career goals? It seems like such a great way to go!",
1298,"It's pretty compelling to see that  PayJunction has rolled out a digital invoice function for companies that harness its virtual terminal offering, according to a Thursday (Jan. 7) announcement. How do you find the best way to provide such a wide range of services to your clients?",
1486,"It's pretty compelling to see that  PayJunction has rolled out a digital invoice function for companies that harness its virtual terminal offering, according to a Thursday (Jan. 7) announcement. I’m curious to know, how do you feel about the new era of virtual professionals?",
1212,"It's pretty compelling to see that  Prospect Capital Corporation has purchased $31 million of first lien senior secured floating rate notes for the recapitalization of Collections Acquisition Company, Inc. (d/b/a Payliance) How do you feel about the new era of remote professionals?",
1213,"It's pretty compelling to see that  Prospect Capital Corporation has purchased $31 million of first lien senior secured floating rate notes for the recapitalization of Collections Acquisition Company, Inc. I’m curious to know, how do you find the best way to help your clients achieve their career goals?",
1477,"It's pretty compelling to see that  ProtoSphere - 3D Virtual Learning, Training and Collaboration "" It's like being there"" How do you find the best way to help your students achieve their career goals? It seems like such a great way to go!",
1476,"It's pretty compelling to see that  ProtoSphere is a 3D Virtual Learning, Training & Collaboration platform for remote professionals. How do you feel about the new era of virtual learning? I’m interested in hearing your thoughts!",
1318,"It's pretty compelling to see that  Quality Systems Enhancement has helped over 800 companies across North America achieve certification utilizing your 10-Step Approach to management system consulting. Out of curiosity, how do you find the best way to help companies achieve their goals? It seems like a great way to go!",
1255,"It's pretty compelling to see that  Salvex recovered 19,000 solar panels from a solar farm insurance claim from a brush fire. How do you find the best way to provide such a wide range of services to your clients? It seems like a great way to go!",
1419,"It's pretty compelling to see that  Sendoso is ranked #1 Sending Platform for Account-Based Execution by G2 as #4 on G2’s list of the fastest growing companies in 2020. I’m curious to know, how do you feel about the new era of virtual experiences?",
1418,It's pretty compelling to see that  Sendoso is ranked #1 Sending Platform for Account-Based Execution by G2. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1294,"It's pretty compelling to see that  ServiceTitan is a top-rated field service platform with more than 100,000 users. How do you feel about the new era of remote professionals? I’m interested in hearing your thoughts!",
1363,"It's pretty compelling to see that  SRECTrade manages over 760MW of clean energy assets, which means we create more leverage to bring better prices and more opportunities. How do you feel about the new era of virtual professionals?",
1558,It's pretty compelling to see that  the latest report includes Impact of Coronavirus(Covid-19) on the OSS BSS System and Platform Industry. How do you feel about the new era of virtual professionals? I’m curious to hear your thoughts!,
1288,"It's pretty compelling to see that  Torii has a $10 million Series A investment led by Wing Venture Capital with participation from prior investors Entree Capital, Global Founders Capital, Scopus Ventures and Uncork Capital. How do you feel about the current culture of SaaS management?",
1461,"It's pretty compelling to see that  Turning Point Brands announced a $15 million strategic investment in leading global cannabinoid company dosist and an exclusive co-development and distribution agreement of a new national CBD brand, created in partnership with thc-free business unit. How do you feel about the current culture of tobacco sales?",
1221,"It's pretty compelling to see that  Tyler Downs has 20+ years’ experience as a highly effective software architect, developer and executive in communications, big data, and healthcare has driven unprecedented results. How do you feel about the new era of virtual healthcare? I’m curious to hear your thoughts!",
1490,"It's pretty compelling to see that  UCXplatform is a powerful set of Applications, Microservices and OpenSource technologies. Out of the box native 3rd party integrations can allow you to automate workflows or configure to work with existing service accounts. How do you find the best way to provide such a wide range of services to your clients?",
1404,"It's pretty compelling to see that  Ungerboeck is the world's leading event technology platform trusted by over 50,000 event professionals in more than 50 countries. How do you feel about the new era of virtual events? I’m interested in hearing your thoughts!",
1278,"It's pretty compelling to see that  Vitesse Worldwide is a full service ground transportation company with more than 100,000 customers. How do you feel about the new era of virtual professionals?",
1279,"It's pretty compelling to see that  Vitesse Worldwide is a full service ground transportation company with more than 100,000 customers. I’m curious to know, how do you find the best way to provide such a wide range of services to your clients?",
1565,It's pretty compelling to see that  Wiley &amp; Sons (A Shares) (NYSE:JW-A)Q1 2021 Earnings Call. How do you feel about the current culture of education and research? I’m interested in hearing your thoughts!,
1472,It's pretty compelling to see that  Wiley &amp; Sons (A Shares) (NYSE:JW-A)Q1 2021 Earnings Call. How do you feel about the new era of virtual learning? I’m curious to hear your thoughts!,
1362,"It's pretty compelling to see that  Winnebago Manufacturing Company is more than a job shop, with over 300 years of combined experience, we provide the knowledge and skill to fabricate large structural and custom metal products. How do you find the best way to provide such a wide range of services to your customers?",
1361,"It's pretty compelling to see that  Winnebago Mfg has over 300 years of combined experience, we provide the knowledge and skill to fabricate large structural and custom metal products. How do you find the best way to help your customers achieve their career goals?",
1495,"It's pretty compelling to see that  your referral becomes a managed service client of ours, we'll send you a check for another $400... If you know someone worried about their business technology, do them a favor and put them in touch with us. How do you feel about the new era of remote professional services companies?",
1336,"It's pretty compelling to see that  your Top 25 Wineries to Visit list debuts today, a collection of our favorite winery tasting rooms in the Bay Area. How do you feel about the new era of virtual events? I’m interested in hearing your thoughts!",
1340,"It's pretty exceptional to see a company like Keystone Design offer such a wide range of services to its clients. Out of curiosity, how do you find the best way to help your clients achieve their career goals? It seems like such a great way to go! ",
1254,"It's pretty exceptional to see a company like Salvex recover 19,000 solar panels from a solar farm insurance claim from a brush fire. How do you feel about the new era of remote professionals?",
1381,"It's pretty exceptional to see a company like?!PAQ Interactive help plan, organize, and publicize conferences and meetings of any size. How do you find the best way to help your clients achieve their career goals? It seems like such a great way to go!",
1514,"It's pretty exceptional to see a company like?!PAQ Interactive offer custom solutions for helping plan, organize, and publicize conferences and meetings of any size. How do you feel about the new era of virtual events? I’m interested in hearing your thoughts!",
1343,It's pretty exceptional to see a company that for 20 years has been helping payors engage members to optimize the clinical and financial effectiveness of their programs through intelligent communications and measurable outcomes. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1494,It's pretty exceptional to see a company that is committed to its clients' safety and security. How do you feel about the new era of remote professionals? I’m interested in hearing your thoughts!,
1203,"It's pretty exceptional to see a market intelligence report on the Take off Software market offer substantial cues about market growth trajectory, ongoing developments as well as other vital aspects that are crucial growth enablers. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!",
1202,"It's pretty exceptional to see a market intelligence report on the Take off Software market that attempts to offer substantial cues about market growth trajectory, ongoing developments as well as other vital aspects that are crucial growth enablers. How do you find the best way to help your customers achieve their career goals? ",
1564,It's pretty exceptional to see Attendify’s event platform is built for people to connect in a digital environment. How do you feel about the new era of virtual events? I’m curious to hear your thoughts!,
1300,"It's pretty exceptional to see Attendify’s event platform is distinct in that it's built for people to connect in a digital environment. I’m curious to know, how do you feel about the new era of virtual events? It seems like a great way to go!",
1335,It's pretty exciting to see that about 43% of all eligible adults in San Francisco have had at least one shot and 20% are fully vaccinated. How do you feel about the new era of virtual professionals? I’m curious to hear your thoughts!,
1439,"It's pretty exciting to see that Accent Technologies is the #1 sales enablement solution in the industry. Out of curiosity, how do you find the best way to help your teams differentiate from the rest of the field? It seems like such a great way to go!",
1395,"It's pretty exciting to see that Acquia has been named a Leader in Gartner’s new 2021 Magic Quadrant for Digital Experience Platforms (DXPs) report. Out of curiosity, how do you find the best way to help your clients differentiate from the rest of the field?",
1396,It's pretty exciting to see that Acquia is named a Leader in Gartner’s new 2021 Magic Quadrant for Digital Experience Platforms (DXPs) report for its ability to execute and completeness of vision. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1209,"It's pretty exciting to see that Acutedge has a proven track record for success, with more than 400 projects completed to date. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!",
1351,It's pretty exciting to see that Axim Mica is America’s only ISO: 9001 2015 certified manufacturer and supplier of mica based insulation materials. How do you feel about the new era of virtual professionals in the workplace? I’m interested in hearing your thoughts!,
1350,"It's pretty exciting to see that Axim Mica is America’s only ISO: 9001 2015 certified manufacturer and supplier of mica based insulation materials. Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1463,"It's pretty exciting to see that Axiom Exergy has a $1.1 million seed round led by Ulu Ventures and joined by Powerhouse Ventures, Lorimer Ventures and Correlation Ventures. How do you feel about the new era of virtual professionals? I’m curious to hear your thoughts!",
1345,It's pretty exciting to see that Bloomfield Electric Company has been in existence since 1926. How exciting is it to see a company that is committed to its customers' safety and security and reliability? It seems like such a great way to stay flexible and provide such a wide range of services to your customers.,
1523,"It's pretty exciting to see that Bloomfield Electric Company has been in existence since 1926. That’s pretty impressive! Out of curiosity, how do you feel about the new era of remote professionals?",
1344,"It's pretty exciting to see that Bloomfield Electric Company has been in existence since 1926. That’s pretty impressive! Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1500,"It's pretty exciting to see that Christiane Pendarvis was named one of the 15 fastest-growing online beauty brands during the pandemic. I’m curious to know, how do you feel about the new era of virtual beauty brands like Mented Cosmetics and Fenty Beauty?",
1567,"It's pretty exciting to see that Christiane Pendarvis was named one of the 15 fastest-growing online beauty brands during the pandemic. Out of curiosity, how do you feel about the new era of virtual professionals?",
1499,"It's pretty exciting to see that Christiane Pendarvis was named one of the 15 fastest-growing online beauty brands during the pandemic. Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1247,"It's pretty exciting to see that Cipher Tech Solutions was founded in 2006 by two engineering students from Northeastern University who were passionate about national security, software development, and entrepreneurship. How do you feel about the new era of malware reverse engineering?",
1321,It's pretty exciting to see that Cloud Campaign is offering a 14-day free trial. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1555,It's pretty exciting to see that CreatorUp was founded to tackle a uniquely 21st century disruption. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1217,"It's pretty exciting to see that CreatorUp was founded to tackle a uniquely 21st century disruption. I’m curious to know, how do you feel about the new era of virtual professionals? It seems like such a great way to help companies differentiate from the rest of the field!",
1410,It's pretty exciting to see that DataVisor has a Global Intelligence Network of over 4B accounts. How do you feel about the new era of machine learning solutions? I’m interested in hearing your thoughts!,
1411,"It's pretty exciting to see that DataVisor’s advanced machine learning capabilities to detect fraud early, drastically reduce false positives, and save over $12M annually. How do you feel about the new era of application fraud? I’m interested in hearing your thoughts!",
1543,It's pretty exciting to see that Dr. Kortenkamp has designed and developed intelligent control applications in support of NASA robotics programs since 1994. How do you feel about the new era of autonomous robots?,
1256,It's pretty exciting to see that Duda has been named a Leader in G2’s Summer 2020 Grid® Report for Website Builders. How do you feel about the new era of white label website design platform services?,
1287,"It's pretty exciting to see that Emplifys recently surveyed 1,000 employees that have only worked remotely full-time since the start of the pandemic. How do you feel about the new era of remote leaders? I’m interested in hearing your thoughts!",
1487,"It's pretty exciting to see that Emplifys recently surveyed 1,000 employees that have only worked remotely full-time since the start of the pandemic. How do you find the best way to provide such a wide range of tools to remote leaders?",
1286,"It's pretty exciting to see that Emplifys recently surveyed 1,000 employees that have only worked remotely full-time since the start of the pandemic. What are you most looking forward to with this new project?",
1266,"It's pretty exciting to see that finPOWER Connect 3.03 is available now! Out of curiosity, how do you feel about the new era of virtual professionals?",
1492,"It's pretty exciting to see that First Call Computer Solutions has been a managed service provider for IT for nearly 20 years. That’s pretty impressive! I’m curious to know, what would you have done differently if you were doing it all again now?",
1491,"It's pretty exciting to see that First Call Computer Solutions has been a managed service provider for IT for nearly 20 years. That’s pretty impressive! Out of curiosity, how do you feel about the new era of remote professionals?",
1373,It's pretty exciting to see that Gotransverse has been named one of the Austin Top Workplaces 2020 Award by the Austin American Statesman. How do you feel about the new era of usage-based billing? I’m interested to hear your thoughts!,
1372,"It's pretty exciting to see that Gotransverse has been named one of the Austin Top Workplaces 2020 Award by the Austin American Statesman. Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1264,"It's pretty exciting to see that Hashed Health is a full service healthcare company with more than 100,000 patients. How do you feel about the new collaborative mindset? I’m interested in hearing your thoughts!",
1484,"It's pretty exciting to see that High Alpha Capital announced the launch of a new $110 fund. Congratulations, that’s a great milestone! I’m curious to know, how do you feel about the current culture of providing such a wide range of tools to your clients?",
1529,It's pretty exciting to see that High Alpha Capital announced the launch of a new $110 fund. How do you find the best way to help companies get off the ground? I’m interested in hearing your thoughts!,
1313,It's pretty exciting to see that High Alpha Capital announced the launch of a new $110 fund. That’s pretty impressive! How do you find the best way to help companies achieve their career goals?,
1314,It's pretty exciting to see that High Alpha Capital announced the launch of a new $110 million fund. How do you feel about the new era of virtual professionals? I’m interested to hear your thoughts! It seems like such a great way to help companies differentiate from the rest of the field!,
1483,It's pretty exciting to see that High Alpha Capital is raising a new $110 fund. How do you feel about the current culture of early-stage investment in startups? I’m curious to hear your thoughts!,
1547,It's pretty exciting to see that Hivelocity has a total of 32 available data centers in 26 markets across the globe in which to deploy edge compute services. How do you find the best way to provide such a wide range of services to your customers? It seems like such a great way to go!,
1242,"It's pretty exciting to see that Hivelocity has a total of 32 available data centers in 26 markets across the globe in which to deploy edge compute services. That’s pretty impressive! I’m curious to know, how do you feel about the new era of virtual professionals?",
1559,"It's pretty exciting to see that Hogeye has been perfecting the art of custom, collectible memorabilia since 1983. How do you find the best way to help your customers achieve their career goals? I’m interested in hearing your thoughts!",
1206,"It's pretty exciting to see that Hogeye has been perfecting the art of custom, collectible memorabilia since 1983. How do you find the best way to provide such a wide range of services to your clients?",
1478,It's pretty exciting to see that Konnect Agency has been named a 2021 Gartner Peer Insights Customer’s Choice for Procurement. How do you feel about the new era of digital marketing and PR agency services?,
1210,It's pretty exciting to see that Koombea has been able to achieve this recognition thanks to its more than 12 years designing and developing great apps. How do you feel about the new era of virtual professionals?,
1522,It's pretty exciting to see that Landmark Electric has been providing commercial and industrial electrical contracting since 1991. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1346,"It's pretty exciting to see that Landmark Electric has been providing commercial and industrial electrical contracting since 1991. Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1369,"It's pretty exciting to see that Lattice has helped hundreds of companies implement a continuous performance management process. Out of curiosity, how do you feel about the new era of 1:1s? I’m interested in hearing your thoughts!",
1515,"It's pretty exciting to see that Lattice is a Slack community of forward-thinking People Operations leaders. Out of curiosity, how do you feel about the new era of 1:1s? I’m interested in hearing your thoughts!",
1437,"It's pretty exciting to see that LivePerson has over 1,200+ employees spanning 6 continents and dozens of countries. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!",
1414,It's pretty exciting to see that Mediaocean is named a 2021 Gartner Peer Insights Customer’s Choice for Ad Tech. How do you feel about the new era of virtual professional services companies? I’m interested in hearing your thoughts!,
1415,"It's pretty exciting to see that Mediaocean is named a 2021 Gartner Peer Insights Customer’s Choice for Ad Tech. I’m curious to know, what would you have done differently if you were doing it all again now? It seems like a great way to go!",
1510,"It's pretty exciting to see that Mendix 9 is the low-code platform for everyone to make business better. Out of curiosity, how do you find the best way to help your customers achieve their career goals? I’m interested in hearing your thoughts!",
1391,"It's pretty exciting to see that Mendix 9 is the low-code platform for everyone to make business better. Out of curiosity, how do you find the best way to provide such a wide range of services to your clients?",
1392,"It's pretty exciting to see that Mendix 9 is the low-code platform for everyone to use to make business better. I’m curious to know, how do you find the best way to help your customers achieve their career goals? It seems like a great way to go!",
1229,"It's pretty exciting to see that Microsoft has again acquired Elevate HR's Human Capital Management IP (the foundation for Microsoft Dynamics 365 for Talent & Human Resources) I’m curious to know, how do you find the best way to provide such a wide range of tools to your customers?",
1552,"It's pretty exciting to see that Microsoft has again acquired Elevate HR's Human Capital Management IP (the foundation for Microsoft Dynamics 365 for Talent & Human Resources) I’m curious to know, what would you have done differently if you were doing it all again now?",
1277,"It's pretty exciting to see that Modern Message has worked with thousands of communities over the past 7 years, from student and multifamily housing to military and affordable housing. How do you feel about the new era of virtual incentives? I’m interested in hearing your thoughts!",
1535,It's pretty exciting to see that Modern Message has worked with thousands of communities over the past 7 years. How do you feel about the new era of virtual incentives? I’m interested in hearing your thoughts!,
1424,"It's pretty exciting to see that Motility Software Solutions has spent over 30 years providing an elite dealer management system with efficient and profitable solutions for the RV, Bus, Heavy Duty businesses. How do you feel about the new era of remote professionals? I’m interested in hearing your thoughts!",
1423,"It's pretty exciting to see that Motility Software Solutions has spent over 30 years providing an elite dealer management system with efficient and profitable solutions for the RV, Bus, Heavy Duty businesses. How do you find the best way to help your clients achieve their career goals?",
1507,"It's pretty exciting to see that Nuvolo has 100% of your floor plans available on-line, and our employees can interact with them…including searches. How do you feel about the new era of remote professionals? I’m interested in hearing your thoughts!",
1445,It's pretty exciting to see that One Identity is named in Gartner’s 2020 IGA report as one of the fastest-growing companies in America. How do you feel about the new era of virtual security? I’m interested in hearing your thoughts!,
1444,"It's pretty exciting to see that One Identity is named in Gartner’s 2020 IGA report as one of the fastest-growing companies in America. Out of curiosity, how do you find the best way to provide such a wide range of tools to your clients?",
1448,"It's pretty exciting to see that One Network Enterprises has been named a Leader in the May 2020 Gartner Magic Quadrant for Multienterprise Supply Chain Planning Technology Value Matrix. Congratulations, that’s impressive! I’m curious to know, how do you feel about the new era of virtual professionals?",
1447,It's pretty exciting to see that One Network Enterprises has been named a Leader in the May 2020 Gartner Magic Quadrant for Multienterprise Supply Chain Planning Technology Value Matrix. How do you find the best way to provide such a wide range of services to your clients? I’m curious to hear your thoughts!,
1432,"It's pretty exciting to see that Optimizely is uniting with Episerver to create the #1 digital experience platform for small businesses. I’m curious to know, how do you feel about the new era of virtual waitlist technology in the digital world?",
1571,"It's pretty exciting to see that Optimizely is uniting with Episerver to create the #1 digital experience platform for small businesses. I’m curious to know, how do you find the best way to help your customers achieve their career goals?",
1505,"It's pretty exciting to see that Optimizely is uniting with Episerver to create the #1 digital experience platform for small businesses. Out of curiosity, how do you find the best way to help your customers achieve their career goals? It seems like such a great way to go!",
1298,"It's pretty exciting to see that PayJunction has rolled out a digital invoice function for companies that harness its virtual terminal offering, according to a Thursday (Jan. 7) announcement. How do you find the best way to provide such a wide range of services to your clients?",
1486,"It's pretty exciting to see that PayJunction has rolled out a digital invoice function for companies that harness its virtual terminal offering, according to a Thursday (Jan. 7) announcement. I’m curious to know, how do you feel about the new era of virtual professionals?",
1212,"It's pretty exciting to see that Prospect Capital Corporation has purchased $31 million of first lien senior secured floating rate notes for the recapitalization of Collections Acquisition Company, Inc. (d/b/a Payliance) How do you feel about the new era of remote professionals?",
1213,"It's pretty exciting to see that Prospect Capital Corporation has purchased $31 million of first lien senior secured floating rate notes for the recapitalization of Collections Acquisition Company, Inc. I’m curious to know, how do you find the best way to help your clients achieve their career goals?",
1477,"It's pretty exciting to see that ProtoSphere - 3D Virtual Learning, Training and Collaboration "" It's like being there"" How do you find the best way to help your students achieve their career goals? It seems like such a great way to go!",
1476,"It's pretty exciting to see that ProtoSphere is a 3D Virtual Learning, Training & Collaboration platform for remote professionals. How do you feel about the new era of virtual learning? I’m interested in hearing your thoughts!",
1318,"It's pretty exciting to see that Quality Systems Enhancement has helped over 800 companies across North America achieve certification utilizing your 10-Step Approach to management system consulting. Out of curiosity, how do you find the best way to help companies achieve their goals? It seems like a great way to go!",
1255,"It's pretty exciting to see that Salvex recovered 19,000 solar panels from a solar farm insurance claim from a brush fire. How do you find the best way to provide such a wide range of services to your clients? It seems like a great way to go!",
1419,"It's pretty exciting to see that Sendoso is ranked #1 Sending Platform for Account-Based Execution by G2 as #4 on G2’s list of the fastest growing companies in 2020. I’m curious to know, how do you feel about the new era of virtual experiences?",
1418,It's pretty exciting to see that Sendoso is ranked #1 Sending Platform for Account-Based Execution by G2. How do you feel about the new era of virtual professionals? I’m interested in hearing your thoughts!,
1294,"It's pretty exciting to see that ServiceTitan is a top-rated field service platform with more than 100,000 users. How do you feel about the new era of remote professionals? I’m interested in hearing your thoughts!",
1363,"It's pretty exciting to see that SRECTrade manages over 760MW of clean energy assets, which means we create more leverage to bring better prices and more opportunities. How do you feel about the new era of virtual professionals?",
1558,It's pretty exciting to see that the latest report includes Impact of Coronavirus(Covid-19) on the OSS BSS System and Platform Industry. How do you feel about the new era of virtual professionals? I’m curious to hear your thoughts!,
1288,"It's pretty exciting to see that Torii has a $10 million Series A investment led by Wing Venture Capital with participation from prior investors Entree Capital, Global Founders Capital, Scopus Ventures and Uncork Capital. How do you feel about the current culture of SaaS management?",
1461,"It's pretty exciting to see that Turning Point Brands announced a $15 million strategic investment in leading global cannabinoid company dosist and an exclusive co-development and distribution agreement of a new national CBD brand, created in partnership with thc-free business unit. How do you feel about the current culture of tobacco sales?",
1221,"It's pretty exciting to see that Tyler Downs has 20+ years’ experience as a highly effective software architect, developer and executive in communications, big data, and healthcare has driven unprecedented results. How do you feel about the new era of virtual healthcare? I’m curious to hear your thoughts!",
1490,"It's pretty exciting to see that UCXplatform is a powerful set of Applications, Microservices and OpenSource technologies. Out of the box native 3rd party integrations can allow you to automate workflows or configure to work with existing service accounts. How do you find the best way to provide such a wide range of services to your clients?",
1404,"It's pretty exciting to see that Ungerboeck is the world's leading event technology platform trusted by over 50,000 event professionals in more than 50 countries. How do you feel about the new era of virtual events? I’m interested in hearing your thoughts!",
1278,"It's pretty exciting to see that Vitesse Worldwide is a full service ground transportation company with more than 100,000 customers. How do you feel about the new era of virtual professionals?",
1279,"It's pretty exciting to see that Vitesse Worldwide is a full service ground transportation company with more than 100,000 customers. I’m curious to know, how do you find the best way to provide such a wide range of services to your clients?",
1565,It's pretty exciting to see that Wiley &amp; Sons (A Shares) (NYSE:JW-A)Q1 2021 Earnings Call. How do you feel about the current culture of education and research? I’m interested in hearing your thoughts!,
1472,It's pretty exciting to see that Wiley &amp; Sons (A Shares) (NYSE:JW-A)Q1 2021 Earnings Call. How do you feel about the new era of virtual learning? I’m curious to hear your thoughts!,
1362,"It's pretty exciting to see that Winnebago Manufacturing Company is more than a job shop, with over 300 years of combined experience, we provide the knowledge and skill to fabricate large structural and custom metal products. How do you find the best way to provide such a wide range of services to your customers?",
1361,"It's pretty exciting to see that Winnebago Mfg has over 300 years of combined experience, we provide the knowledge and skill to fabricate large structural and custom metal products. How do you find the best way to help your customers achieve their career goals?",
1495,"It's pretty exciting to see that your referral becomes a managed service client of ours, we'll send you a check for another $400... If you know someone worried about their business technology, do them a favor and put them in touch with us. How do you feel about the new era of remote professional services companies?",
1336,"It's pretty exciting to see that your Top 25 Wineries to Visit list debuts today, a collection of our favorite winery tasting rooms in the Bay Area. How do you feel about the new era of virtual events? I’m interested in hearing your thoughts!",
2023,"Just finished reading that An article by Michael Magrath in the New ISS about the future of innovation, cybersecurity and digital transformation in financial services. What are your thoughts on how security pros can prepare for New Financial Regs in 2021? It seems like such a great way to go!",
